nid,glocation,country,state,latitude,longitude,pub_date,year,month,weekday
24620,"Washington Square Park (Manhattan, NY)",United States,New York,40.7308838,-73.997332,2016-04-14,2016,April,Thursday
24630,Palos Verdes (Calif),United States,California,33.7444613,-118.3870173,2016-04-14,2016,April,Thursday
24667,Windham (NH),United States,New Hampshire,42.8006441,-71.30422899999999,2016-04-14,2016,April,Thursday
24680,"Rodeo Drive (Beverly Hills, Calif)",United States,California,34.0699649,-118.4037817,2016-04-15,2016,April,Friday
24692,Rome (Italy),Italy,Lazio,41.9027835,12.4963655,2016-04-15,2016,April,Friday
24720,Jackson (Miss),United States,Mississippi,32.2987573,-90.1848103,2016-04-15,2016,April,Friday
24835,Redwood National and State Parks (Calif),United States,California,41.2131788,-124.0046275,2016-04-18,2016,April,Monday
24886,ARLINGTON (VA),United States,Virginia,38.8799697,-77.1067698,2016-04-19,2016,April,Tuesday
24941,Clarksville (Tenn),United States,Tennessee,36.5297706,-87.3594528,2016-04-20,2016,April,Wednesday
24962,Sri Lanka,Sri Lanka, ,7.873053999999999,80.77179699999999,2016-04-20,2016,April,Wednesday
24983,Newtown (Conn),United States,Connecticut,41.4141172,-73.3035651,2016-04-21,2016,April,Thursday
25009,Tijuana (Mexico),Mexico,Baja California,32.5149469,-117.0382471,2016-04-21,2016,April,Thursday
25076,Inyo National Forest (Calif),United States,California,37.2507955,-118.4908025,2016-04-22,2016,April,Friday
25099,Appling (Ga),United States,Georgia,33.54609000000001,-82.3163154,2016-04-23,2016,April,Saturday
25193,Tanzania,Tanzania, ,-6.369028,34.888822,2016-04-25,2016,April,Monday
25242,Paterson (NJ),United States,New Jersey,40.9167654,-74.17181099999999,2016-04-26,2016,April,Tuesday
25414,Costa Mesa (Calif),United States,California,33.6638439,-117.9047429,2016-04-29,2016,April,Friday
25416,Caspian Sea, , ,41.934977,50.66894500000001,2016-04-29,2016,April,Friday
25629,Iwo Jima (Japan),Japan,Tokyo,24.7875734,141.3155653,2016-05-03,2016,May,Tuesday
25768,ANN ARBOR (MICH),United States,Michigan,42.2808256,-83.7430378,2016-05-05,2016,May,Thursday
25770,McDowell County (W Va),United States,West Virginia,37.3860467,-81.64734399999999,2016-05-05,2016,May,Thursday
25814,Manitoba (Canada),Canada,Manitoba,53.7608608,-98.8138762,2016-05-06,2016,May,Friday
25966,Columbia River (Pacific Northwest), , ,47.4537758,-120.3251007,2016-05-10,2016,May,Tuesday
25990,Newport (Vt),United States,Vermont,44.9364356,-72.2051022,2016-05-10,2016,May,Tuesday
26058,West (Tex),United States,Texas,32.433296,-99.72337800000001,2016-05-11,2016,May,Wednesday
26201,Fresno (Calif),United States,California,36.7377981,-119.7871247,2016-05-14,2016,May,Saturday
26347,Santa Barbara (Calif),United States,California,34.4208305,-119.6981901,2016-05-17,2016,May,Tuesday
26358,Chester (Conn),United States,Connecticut,41.4022081,-72.4824991,2016-05-17,2016,May,Tuesday
26479,Port St Lucie (Fla),United States,Florida,27.2730492,-80.3582261,2016-05-19,2016,May,Thursday
26524,Montreal (Quebec),Canada,Quebec,45.5016889,-73.567256,2016-05-20,2016,May,Friday
26531,Cape Verde,Cape Verde, ,16.5388,-23.0418,2016-05-20,2016,May,Friday
26724,Dandong (China),China,Liaoning,40.000787,124.35445,2016-05-25,2016,May,Wednesday
26862,Lake Mead,United States, ,36.1435231,-114.4144415,2016-05-27,2016,May,Friday
26866,Ross (ND),United States,North Dakota,48.3111302,-102.5465682,2016-05-27,2016,May,Friday
26917,Geneva (Switzerland),Switzerland,Geneva,46.2043907,6.1431577,2016-05-28,2016,May,Saturday
26922,Quabbin Reservoir (Mass),United States,Massachusetts,42.3830198,-72.3133529,2016-05-29,2016,May,Sunday
26964,East Hampton (NY),United States,New York,40.96343350000001,-72.1848009,2016-05-29,2016,May,Sunday
27164,Brazos River (Tex),United States,Texas,31.5777142,-97.14893219999999,2016-06-02,2016,June,Thursday
27293,Cleveland (Miss),United States,Mississippi,33.7440023,-90.7248187,2016-06-06,2016,June,Monday
27365,Granada (Spain),Spain,Andalusia,37.1773363,-3.5985571,2016-06-07,2016,June,Tuesday
27431,Flores (Indonesia),Indonesia,East Nusa Tenggara,-8.657381899999999,121.0793705,2016-06-08,2016,June,Wednesday
27537,Hardwick (Vt),United States,Vermont,44.5416243,-72.34868019999999,2016-06-10,2016,June,Friday
27549,Grand Canyon National Park,United States,Arizona,36.1069258,-112.1129484,2016-06-10,2016,June,Friday
27551,"Bowery (Manhattan, NY)",United States,New York,40.725257,-73.9903489,2016-06-10,2016,June,Friday
27619,Northampton (Mass),United States,Massachusetts,42.3250896,-72.64120129999999,2016-06-12,2016,June,Sunday
27681,Petra (Jordan),Jordan,Ma'an Governorate,30.3284544,35.4443622,2016-06-13,2016,June,Monday
27961,Key Biscayne (Fla),United States,Florida,25.693713,-80.1628248,2016-06-19,2016,June,Sunday
28311,Lake Michigan,United States, ,43.4501005,-87.22201869999999,2016-06-24,2016,June,Friday
28322,Petaluma (Calif),United States,California,38.232417,-122.6366524,2016-06-25,2016,June,Saturday
28362,Cambridge (England),United Kingdom,England,52.205337,0.121817,2016-06-26,2016,June,Sunday
28394,Lake Tahoe (Nev),United States, ,39.0968493,-120.0323507,2016-06-27,2016,June,Monday
28408,Katy (Tex),United States,Texas,29.7857765,-95.8245093,2016-06-27,2016,June,Monday
28486,Silk Road (Ancient Trade Route), , , , ,2016-06-28,2016,June,Tuesday
28584,Andrews Air Force Base (Md),United States,Maryland,38.7965203,-76.8836261,2016-06-30,2016,June,Thursday
28601,Thousand Islands, , ,44.2987749,-76.1468963,2016-06-30,2016,June,Thursday
28618,Williston (Fla),United States,Florida,29.38747,-82.4467705,2016-06-30,2016,June,Thursday
28638,Portsmouth (NH),United States,New Hampshire,43.0717552,-70.7625532,2016-07-01,2016,July,Friday
28679,Lake Okeechobee (Fla),United States,Florida,26.9689536,-80.79758340000001,2016-07-01,2016,July,Friday
28700,Rye (NY),United States,New York,40.9806535,-73.68373989999999,2016-07-03,2016,July,Sunday
28714,Brewster (Mass),United States,Massachusetts,41.7600902,-70.0827905,2016-07-03,2016,July,Sunday
28722,Telluride (Colo),United States,Colorado,37.9374939,-107.8122852,2016-07-03,2016,July,Sunday
28725,Jamaica (West Indies),Jamaica, ,18.109581,-77.297508,2016-07-03,2016,July,Sunday
28737,Tupelo (Miss),United States,Mississippi,34.2576066,-88.7033859,2016-07-03,2016,July,Sunday
28777,Monessen (Pa),United States,Pennsylvania,40.1484053,-79.8878254,2016-07-04,2016,July,Monday
28865,Atlantic City (NJ),United States,New Jersey,39.3642834,-74.4229266,2016-07-06,2016,July,Wednesday
28894,"Gottesman, Irving (1930-2016)", , , , ,2016-07-07,2016,July,Thursday
28939,Falcon Heights (Minn), , , , ,2016-07-07,2016,July,Thursday
29033,Manhasset (NY), , , , ,2016-07-10,2016,July,Sunday
29093,Serbia, , , , ,2016-07-11,2016,July,Monday
29114,Hayward (Calif), , , , ,2016-07-11,2016,July,Monday
29201,Little Rock (Ark), , , , ,2016-07-13,2016,July,Wednesday
29221,Norfolk (Va), , , , ,2016-07-13,2016,July,Wednesday
29268,"Union Square (Manhattan, NY)", , , , ,2016-07-14,2016,July,Thursday
29331,AIX-EN-PROVENCE (FRANCE), , , , ,2016-07-15,2016,July,Friday
29386,Huntington (NY), , , , ,2016-07-17,2016,July,Sunday
29404,Pacific Crest Trail, , , , ,2016-07-17,2016,July,Sunday
29408,Taipei (Taiwan), , , , ,2016-07-17,2016,July,Sunday
29468,Lahore (Pakistan), , , , ,2016-07-18,2016,July,Monday
29475,Sevnica (Slovenia), , , , ,2016-07-18,2016,July,Monday
29488,Panama Canal and Canal Zone, , , , ,2016-07-19,2016,July,Tuesday
29599,Mauritania, , , , ,2016-07-20,2016,July,Wednesday
29601,Sausalito (Calif), , , , ,2016-07-20,2016,July,Wednesday
29668,North Miami (Fla), , , , ,2016-07-21,2016,July,Thursday
29858,Fountain (Colo), , , , ,2016-07-25,2016,July,Monday
29860,Delaware River, , , , ,2016-07-25,2016,July,Monday
30016,Scranton (Pa), , , , ,2016-07-28,2016,July,Thursday
30129,Laos, , , , ,2016-07-30,2016,July,Saturday
30177,Ellicott City (Md), , , , ,2016-07-31,2016,July,Sunday
30186,Crimea (Ukraine), , , , ,2016-08-01,2016,August,Monday
30315,"Brooklyn Heights (Brooklyn, NY)", , , , ,2016-08-03,2016,August,Wednesday
30337,Randallstown (Md), , , , ,2016-08-03,2016,August,Wednesday
30598,Punta Gorda (Fla), , , , ,2016-08-10,2016,August,Wednesday
30619,Herat (Afghanistan), , , , ,2016-08-10,2016,August,Wednesday
30727,Pine Bluff (Ark), , , , ,2016-08-13,2016,August,Saturday
30806,Phoenix Islands (Kiribati), , , , ,2016-08-15,2016,August,Monday
31008,"Wynwood (Miami, Fla)", , , , ,2016-08-20,2016,August,Saturday
31040,Bavaria (Germany), , , , ,2016-08-21,2016,August,Sunday
31072,Johannesburg (South Africa), , , , ,2016-08-22,2016,August,Monday
31116,Potomac River, , , , ,2016-08-23,2016,August,Tuesday
31226,Midway Atoll, , , , ,2016-08-26,2016,August,Friday
31258,Kenai Peninsula (Alaska), , , , ,2016-08-26,2016,August,Friday
31275,Cape Cod National Seashore, , , , ,2016-08-27,2016,August,Saturday
31283,Biloxi (Miss), , , , ,2016-08-27,2016,August,Saturday
31289,Durant (Miss), , , , ,2016-08-28,2016,August,Sunday
31339,Dudley (Mass), , , , ,2016-08-29,2016,August,Monday
31375,"Gowanus (Brooklyn, NY)", , , , ,2016-08-29,2016,August,Monday
31410,East Chicago (Ind), , , , ,2016-08-30,2016,August,Tuesday
31536,Dearborn County (Ind), , , , ,2016-09-02,2016,September,Friday
31572,Tasmania (Australia), , , , ,2016-09-02,2016,September,Friday
31638,Frederick (Md), , , , ,2016-09-05,2016,September,Monday
31654,Myanmar, , , , ,2016-09-05,2016,September,Monday
31669,Redwood City (Calif), , , , ,2016-09-05,2016,September,Monday
31817,Portsmouth (Va), , , , ,2016-09-08,2016,September,Thursday
31873,Standing Rock Sioux Reservation (ND-SD), , , , ,2016-09-09,2016,September,Friday
31935,Ellis Island (NYC), , , , ,2016-09-11,2016,September,Sunday
31967,Carlisle (England), , , , ,2016-09-12,2016,September,Monday
31994,Madagascar, , , , ,2016-09-12,2016,September,Monday
32116,Glendale (Calif), , , , ,2016-09-15,2016,September,Thursday
32118,Fort Pierce (Fla), , , , ,2016-09-15,2016,September,Thursday
32119,Marine Corps Recruit Depot Parris Island (SC), , , , ,2016-09-15,2016,September,Thursday
32137,Norwalk (Ohio), , , , ,2016-09-15,2016,September,Thursday
32166,Venice (Italy), , , , ,2016-09-15,2016,September,Thursday
32250,Seaside Park (NJ), , , , ,2016-09-17,2016,September,Saturday
32283,APPALACHIAN TRAIL, , , , ,2016-09-18,2016,September,Sunday
32296,St Cloud (Minn), , , , ,2016-09-18,2016,September,Sunday
32336,St Kilda Beach (Australia), , , , ,2016-09-19,2016,September,Monday
32352,ANGKOR (CAMBODIA), , , , ,2016-09-19,2016,September,Monday
32551,Burlington (Wash), , , , ,2016-09-24,2016,September,Saturday
32554,Masada National Park (Israel), , , , ,2016-09-24,2016,September,Saturday
32640,Hungary, , , , ,2016-09-26,2016,September,Monday
32714,Pawtucket (RI), , , , ,2016-09-27,2016,September,Tuesday
32724,Sanya (China), , , , ,2016-09-27,2016,September,Tuesday
32733,Lawrence (Mass), , , , ,2016-09-28,2016,September,Wednesday
32813,Grimes (Iowa), , , , ,2016-09-29,2016,September,Thursday
32832,Charlotte County (Fla), , , , ,2016-09-29,2016,September,Thursday
32840,ANTWERP (BELGIUM), , , , ,2016-09-29,2016,September,Thursday
32843,Marksville (La), , , , ,2016-09-29,2016,September,Thursday
32850,Monhegan Island (Me), , , , ,2016-09-29,2016,September,Thursday
32902,Ashland (Ore), , , , ,2016-09-30,2016,September,Friday
32905,Newberry (SC), , , , ,2016-09-30,2016,September,Friday
32920,Siskiyou County (Calif), , , , ,2016-10-01,2016,October,Saturday
33010,Crete (Greece), , , , ,2016-10-03,2016,October,Monday
33015,Okinawa and Other Ryukyu Islands (Japan), , , , ,2016-10-03,2016,October,Monday
33049,Haverford (Pa), , , , ,2016-10-04,2016,October,Tuesday
33106,Sargasso Sea, , , , ,2016-10-05,2016,October,Wednesday
33139,"Chinatown (Manhattan, NY)", , , , ,2016-10-06,2016,October,Thursday
33164,Ortley Beach (NJ), , , , ,2016-10-06,2016,October,Thursday
33224,Lenox (Mass), , , , ,2016-10-07,2016,October,Friday
33301,Loyalton (Calif), , , , ,2016-10-09,2016,October,Sunday
33425,Fair Bluff (NC), , , , ,2016-10-12,2016,October,Wednesday
33467,Hazleton (Pa), , , , ,2016-10-12,2016,October,Wednesday
33516,York (Pa), , , , ,2016-10-13,2016,October,Thursday
33698,Qingdao (China), , , , ,2016-10-17,2016,October,Monday
33854,Wisconsin Dells (Wis), , , , ,2016-10-21,2016,October,Friday
33915,Gettysburg (Pa), , , , ,2016-10-22,2016,October,Saturday
33959,Riviera Beach (Fla), , , , ,2016-10-24,2016,October,Monday
33993,Elwha River (Wash), , , , ,2016-10-24,2016,October,Monday
34103,Florence (Ky), , , , ,2016-10-26,2016,October,Wednesday
34138,Sunderland (England), , , , ,2016-10-27,2016,October,Thursday
34232,"Jamaica (Queens, NY)", , , , ,2016-10-29,2016,October,Saturday
34247,Golden (Colo), , , , ,2016-10-29,2016,October,Saturday
34339,Medford (Mass), , , , ,2016-10-31,2016,October,Monday
34379,Rochester (NY), , , , ,2016-11-01,2016,November,Tuesday
34417,Urbandale (Iowa), , , , ,2016-11-02,2016,November,Wednesday
34456,Greenville (Miss), , , , ,2016-11-02,2016,November,Wednesday
34466,Marrakesh (Morocco), , , , ,2016-11-03,2016,November,Thursday
34469,Florence (Italy), , , , ,2016-11-03,2016,November,Thursday
34548,Helsinki (Finland), , , , ,2016-11-04,2016,November,Friday
34575,Spartanburg County (SC), , , , ,2016-11-04,2016,November,Friday
34709,Jeju Island (South Korea), , , , ,2016-11-08,2016,November,Tuesday
34988,Erie (Pa), , , , ,2016-11-12,2016,November,Saturday
35127,Chattahoochee-Oconee National Forest (Ga), , , , ,2016-11-16,2016,November,Wednesday
35228,Wales, , , , ,2016-11-17,2016,November,Thursday
35230,Yucatan Peninsula (Mexico), , , , ,2016-11-17,2016,November,Thursday
35281,Madison County (NY), , , , ,2016-11-18,2016,November,Friday
35310,Kern County (Calif), , , , ,2016-11-19,2016,November,Saturday
35312,Pune (India), , , , ,2016-11-20,2016,November,Sunday
35330,Albany (Ore), , , , ,2016-11-20,2016,November,Sunday
35331,Bedminster (NJ), , , , ,2016-11-20,2016,November,Sunday
35453,Salinas (Calif), , , , ,2016-11-23,2016,November,Wednesday
35522,Eden (NC), , , , ,2016-11-25,2016,November,Friday
35744,Covington Township (Pa), , , , ,2016-12-01,2016,December,Thursday
35818,Pigeon Forge (Tenn), , , , ,2016-12-03,2016,December,Saturday
35869,Newport (RI), , , , ,2016-12-05,2016,December,Monday
35906,Gatlinburg (Tenn), , , , ,2016-12-05,2016,December,Monday
35954,Terrytown (La), , , , ,2016-12-06,2016,December,Tuesday
36065,Cooperstown (NY), , , , ,2016-12-08,2016,December,Thursday
36084,Mount Paektu (North Korea), , , , ,2016-12-09,2016,December,Friday
36095,"South Beach (Miami Beach, Fla)", , , , ,2016-12-09,2016,December,Friday
36120,Princeville (NC), , , , ,2016-12-10,2016,December,Saturday
36228,Yuma (Ariz), , , , ,2016-12-13,2016,December,Tuesday
36339,Boundary Waters Canoe Area (Minn), , , , ,2016-12-15,2016,December,Thursday
36352,Bakersfield (Calif), , , , ,2016-12-15,2016,December,Thursday
36359,Dunwoody (Ga), , , , ,2016-12-15,2016,December,Thursday
36388,Black Sea, , , , ,2016-12-16,2016,December,Friday
36419,Rutland (Vt), , , , ,2016-12-17,2016,December,Saturday
36445,Beaufort Sea, , , , ,2016-12-18,2016,December,Sunday
36493,Ghent (Belgium), , , , ,2016-12-19,2016,December,Monday
36511,Alamance County (NC), , , , ,2016-12-20,2016,December,Tuesday
36524,Whitefish (Mont), , , , ,2016-12-20,2016,December,Tuesday
36671,Henderson County (NC), , , , ,2016-12-23,2016,December,Friday
36678,Santa Paula (Calif), , , , ,2016-12-24,2016,December,Saturday
36688,Fairbanks (Alaska), , , , ,2016-12-25,2016,December,Sunday
36702,Wenzhou (China), , , , ,2016-12-26,2016,December,Monday
36718,Enid (Okla), , , , ,2016-12-27,2016,December,Tuesday
36733,Manchester (Conn), , , , ,2016-12-27,2016,December,Tuesday
36739,Hiroshima (Japan), , , , ,2016-12-27,2016,December,Tuesday
36749,Great Barrier Reef (Australia), , , , ,2016-12-28,2016,December,Wednesday
36766,Gold Butte National Monument (Nev), , , , ,2016-12-28,2016,December,Wednesday
36783,Zhengzhou (China), , , , ,2016-12-29,2016,December,Thursday
36785,Maui (Hawaii), , , , ,2016-12-29,2016,December,Thursday
36836,ALEUTIAN ISLANDS, , , , ,2016-12-30,2016,December,Friday
36838,Secaucus (NJ), , , , ,2016-12-31,2016,December,Saturday
36924,Bethesda (Md), , , , ,2017-01-03,2017,January,Tuesday
37144,Calaveras Big Trees State Park (Calif), , , , ,2017-01-09,2017,January,Monday
37189,Big Sky (Mont), , , , ,2017-01-10,2017,January,Tuesday
37420,Pasadena (Tex), , , , ,2017-01-15,2017,January,Sunday
37433,Lexington (Va), , , , ,2017-01-16,2017,January,Monday
37454,New London (Conn), , , , ,2017-01-16,2017,January,Monday
37467,Bulgaria, , , , ,2017-01-17,2017,January,Tuesday
37604,Namibia, , , , ,2017-01-19,2017,January,Thursday
37763,Supai (Ariz), , , , ,2017-01-23,2017,January,Monday
37784,Suriname, , , , ,2017-01-23,2017,January,Monday
37800,Rockville (Md), , , , ,2017-01-24,2017,January,Tuesday
37942,LaGrange (Ga), , , , ,2017-01-26,2017,January,Thursday
37960,Lowell (Mass), , , , ,2017-01-27,2017,January,Friday
37967,Brevard County (Fla), , , , ,2017-01-27,2017,January,Friday
38007,Enewetak Atoll, , , , ,2017-01-28,2017,January,Saturday
38019,Sauk County (Wis), , , , ,2017-01-28,2017,January,Saturday
38068,Hokkaido (Japan), , , , ,2017-01-30,2017,January,Monday
38086,Durban (South Africa), , , , ,2017-01-30,2017,January,Monday
38087,Victoria (Tex), , , , ,2017-01-30,2017,January,Monday
38103,"Park Slope (Brooklyn, NY)", , , , ,2017-01-31,2017,January,Tuesday
38216,Plymouth (Mass), , , , ,2017-02-02,2017,February,Thursday
38245,Freeport (Me), , , , ,2017-02-02,2017,February,Thursday
38338,"Morningside Heights (Manhattan, NY)", , , , ,2017-02-04,2017,February,Saturday
38355,Yellow Springs (Ohio), , , , ,2017-02-05,2017,February,Sunday
38357,Lancaster (Pa), , , , ,2017-02-06,2017,February,Monday
38365,Bowling Green (Ky), , , , ,2017-02-06,2017,February,Monday
38405,Bucks County (Pa), , , , ,2017-02-07,2017,February,Tuesday
38406,Twin Falls (Idaho), , , , ,2017-02-07,2017,February,Tuesday
38469,Mexico City (Mexico), , , , ,2017-02-08,2017,February,Wednesday
38482,Mongolia, , , , ,2017-02-08,2017,February,Wednesday
38508,Hawaii Volcanoes National Park, , , , ,2017-02-09,2017,February,Thursday
38575,Charlestown (Ind), , , , ,2017-02-10,2017,February,Friday
38592,Warsaw (Poland), , , , ,2017-02-11,2017,February,Saturday
38600,Plains (Ga), , , , ,2017-02-11,2017,February,Saturday
38730,Oroville (Calif), , , , ,2017-02-14,2017,February,Tuesday
38770,Nairobi (Kenya), , , , ,2017-02-15,2017,February,Wednesday
38845,Myrtle Beach (SC), , , , ,2017-02-17,2017,February,Friday
39001,University City (Mo), , , , ,2017-02-22,2017,February,Wednesday
39092,Three Mile Island (Pa), , , , ,2017-02-24,2017,February,Friday
39094,Olathe (Kan), , , , ,2017-02-24,2017,February,Friday
39179,Lehi (Utah), , , , ,2017-02-26,2017,February,Sunday
39191,West Frankfort (Ill), , , , ,2017-02-27,2017,February,Monday
39234,McCormack-Williamson Tract (Calif), , , , ,2017-02-28,2017,February,Tuesday
39256,Gulf Shores (Ala), , , , ,2017-02-28,2017,February,Tuesday
39323,Douglasville (Ga), , , , ,2017-03-01,2017,March,Wednesday
39393,Greenwich (Conn), , , , ,2017-03-03,2017,March,Friday
39418,Hudson River Valley (NY), , , , ,2017-03-03,2017,March,Friday
39446,Manbij (Syria), , , , ,2017-03-05,2017,March,Sunday
39722,Recife (Brazil), , , , ,2017-03-11,2017,March,Saturday
39753,Blanchester (Ohio), , , , ,2017-03-12,2017,March,Sunday
39759,Toledo (Ohio), , , , ,2017-03-12,2017,March,Sunday
39869,Lodz (Poland), , , , ,2017-03-15,2017,March,Wednesday
39958,Corpus Christi (Tex), , , , ,2017-03-17,2017,March,Friday
40031,Baden-Baden (Germany), , , , ,2017-03-18,2017,March,Saturday
40203,Niger, , , , ,2017-03-22,2017,March,Wednesday
40259,Columbia (Tenn), , , , ,2017-03-24,2017,March,Friday
40260,Topeka (Kan), , , , ,2017-03-24,2017,March,Friday
40270,Platte River (Neb), , , , ,2017-03-24,2017,March,Friday
40315,Tempe (Ariz), , , , ,2017-03-25,2017,March,Saturday
40346,Sugar Land (Tex), , , , ,2017-03-27,2017,March,Monday
40396,Guatemala, , , , ,2017-03-28,2017,March,Tuesday
40409,Apalachicola (Fla), , , , ,2017-03-28,2017,March,Tuesday
40455,College Station (Tex), , , , ,2017-03-29,2017,March,Wednesday
40480,New Braunfels (Tex), , , , ,2017-03-30,2017,March,Thursday
40566,Bolingbrook (Ill), , , , ,2017-03-31,2017,March,Friday
40627,Trumbull County (Ohio), , , , ,2017-04-02,2017,April,Sunday
40647,Hebei Province (China), , , , ,2017-04-03,2017,April,Monday
40697,Marietta (Ga), , , , ,2017-04-04,2017,April,Tuesday
40825,Brockton (Mass), , , , ,2017-04-06,2017,April,Thursday
40953,Georgetown (Ky), , , , ,2017-04-10,2017,April,Monday
41025,Edmonton (Alberta), , , , ,2017-04-11,2017,April,Tuesday
41044,La Brea Tar Pits (Calif), , , , ,2017-04-12,2017,April,Wednesday
41327,Whiteclay (Neb), , , , ,2017-04-19,2017,April,Wednesday
41347,Catalonia (Spain), , , , ,2017-04-20,2017,April,Thursday
41386,"Love Canal (Niagara Falls, NY)", , , , ,2017-04-21,2017,April,Friday
41388,Van Wert (Ohio), , , , ,2017-04-21,2017,April,Friday
41476,Huntington (Ind), , , , ,2017-04-23,2017,April,Sunday
41605,Olympic National Park (Wash), , , , ,2017-04-26,2017,April,Wednesday
41815,Balch Springs (Tex), , , , ,2017-05-01,2017,May,Monday
41830,Grand Exuma Island (Bahamas), , , , ,2017-05-02,2017,May,Tuesday
41857,Mesquite (Tex), , , , ,2017-05-02,2017,May,Tuesday
41877,Gwinnett County (Ga), , , , ,2017-05-03,2017,May,Wednesday
41936,Saipan (Northern Mariana Islands), , , , ,2017-05-04,2017,May,Thursday
42010,Augusta (Ga), , , , ,2017-05-05,2017,May,Friday
42028,Montgomery County (Md), , , , ,2017-05-05,2017,May,Friday
42110,Belle Plaine (Minn), , , , ,2017-05-08,2017,May,Monday
42364,Bristol Bay (Alaska), , , , ,2017-05-12,2017,May,Friday
42440,Bears Ears National Monument (Utah), , , , ,2017-05-14,2017,May,Sunday
42524,Bonn (Germany), , , , ,2017-05-16,2017,May,Tuesday
42538,Cairo (Ill), , , , ,2017-05-17,2017,May,Wednesday
42819,Riyadh (Saudi Arabia), , , , ,2017-05-23,2017,May,Tuesday
42832,Wuzhen (China), , , , ,2017-05-23,2017,May,Tuesday
42839,Yucca Mountain (Nev), , , , ,2017-05-23,2017,May,Tuesday
42864,"Columbus Circle (Manhattan, NY)", , , , ,2017-05-24,2017,May,Wednesday
43010,Dover Air Force Base (Del), , , , ,2017-05-27,2017,May,Saturday
43062,Brookhaven (Miss), , , , ,2017-05-28,2017,May,Sunday
43094,Storm Lake (Iowa), , , , ,2017-05-29,2017,May,Monday
43227,Greenville (Tex), , , , ,2017-06-01,2017,June,Thursday
43274,Yellow River (China), , , , ,2017-06-02,2017,June,Friday
43350,Wellston (Ohio), , , , ,2017-06-04,2017,June,Sunday
43527,Scottsdale (Ariz), , , , ,2017-06-08,2017,June,Thursday
43584,Norristown (Pa), , , , ,2017-06-09,2017,June,Friday
43623,Kerrville (Tex), , , , ,2017-06-11,2017,June,Sunday
43651,"TriBeCa (Manhattan, NY)", , , , ,2017-06-11,2017,June,Sunday
43785,"Coffey Park (Brooklyn, NY)", , , , ,2017-06-14,2017,June,Wednesday
43922,Bosporus (Turkey), , , , ,2017-06-17,2017,June,Saturday
43932,Belleville (Ill), , , , ,2017-06-17,2017,June,Saturday
43978,Willard (Ohio), , , , ,2017-06-18,2017,June,Sunday
44033,Rio Grande River, , , , ,2017-06-20,2017,June,Tuesday
44040,Delray Beach (Fla), , , , ,2017-06-20,2017,June,Tuesday
44128,Polk County (Ga), , , , ,2017-06-22,2017,June,Thursday
44189,"Rockefeller Center (Manhattan, NY)", , , , ,2017-06-23,2017,June,Friday
44302,St Anthony (Minn), , , , ,2017-06-26,2017,June,Monday
44566,Trinity County (Calif), , , , ,2017-07-02,2017,July,Sunday
44850,Leflore County (Miss), , , , ,2017-07-11,2017,July,Tuesday
44851,Bensalem (Pa), , , , ,2017-07-11,2017,July,Tuesday
44897,Williamston (SC), , , , ,2017-07-12,2017,July,Wednesday
44939,DeKalb County (Ga), , , , ,2017-07-12,2017,July,Wednesday
44987,Winnipeg (Manitoba), , , , ,2017-07-13,2017,July,Thursday
45003,"Stewart Air National Guard Base (Newburgh, NY)", , , , ,2017-07-14,2017,July,Friday
45015,Dayton (Tenn), , , , ,2017-07-14,2017,July,Friday
45077,Cheshire (Conn), , , , ,2017-07-16,2017,July,Sunday
45169,"Georgetown (Washington, DC)", , , , ,2017-07-18,2017,July,Tuesday
45175,Delphi (Ind), , , , ,2017-07-18,2017,July,Tuesday
45261,Pistoia (Italy), , , , ,2017-07-20,2017,July,Thursday
45430,Decatur (Ill), , , , ,2017-07-24,2017,July,Monday
45472,River Falls (Wis), , , , ,2017-07-25,2017,July,Tuesday
45526,San Luis (Colo), , , , ,2017-07-26,2017,July,Wednesday
45538,"Madison Square Park (Manhattan, NY)", , , , ,2017-07-26,2017,July,Wednesday
45552,Hidalgo County (Tex), , , , ,2017-07-26,2017,July,Wednesday
45726,Ocracoke Island (NC), , , , ,2017-07-30,2017,July,Sunday
45753,SeaTac (Wash), , , , ,2017-07-31,2017,July,Monday
45796,Sofia (Bulgaria), , , , ,2017-08-01,2017,August,Tuesday
45818,Shelby County (Ala), , , , ,2017-08-02,2017,August,Wednesday
45835,Canton (Miss), , , , ,2017-08-02,2017,August,Wednesday
45854,Upper Missouri River Breaks National Monument (Mont), , , , ,2017-08-03,2017,August,Thursday
45870,Sun Belt States (US), , , , ,2017-08-03,2017,August,Thursday
45886,Glacier National Park (Mont), , , , ,2017-08-03,2017,August,Thursday
45908,Transylvania (Romania), , , , ,2017-08-04,2017,August,Friday
45946,Outer Banks (NC), , , , ,2017-08-04,2017,August,Friday
46075,Fulton (NY), , , , ,2017-08-08,2017,August,Tuesday
46125,College Park (Md), , , , ,2017-08-09,2017,August,Wednesday
46129,Chesapeake Bay, , , , ,2017-08-09,2017,August,Wednesday
46193,D'Lo (Miss), , , , ,2017-08-11,2017,August,Friday
46201,"Randalls Island (Manhattan, NY)", , , , ,2017-08-11,2017,August,Friday
46202,Ho Chi Minh City (Vietnam), , , , ,2017-08-11,2017,August,Friday
46230,Pyongyang (North Korea), , , , ,2017-08-12,2017,August,Saturday
46277,Kauai (Hawaii), , , , ,2017-08-13,2017,August,Sunday
46331,Lexington (Ky), , , , ,2017-08-15,2017,August,Tuesday
